PRODUTO           |KIT ID             |QTDE            |COD INTERNO
1/4X3100          |0518CT 1/4X1/4     |          1,0000|        10578
1/4X3100          |1B-4               |          3,1000|        11906
1/4X3100          |CASQUINHA 13       |          2,0000|        15279
1/4X3100          |HG560-4-4          |          1,0000|        18846
23080             |100R1AT-4          |          0,2800|        11089
23080             |112-4-4            |          2,0000|        11440
23081             |100R1AT-4          |          0,2500|        11089
23081             |112-4-4            |          2,0000|        11440
3/8X20MTS         |100R1AT-6          |         20,0000|        11092
3/8X20MTS         |CRISTAL-16         |         20,0000|        15998
3/8X20MTS         |KARCHER-6          |          2,0000|        20098
3D 12X220         |100R2AT-12         |          0,2200|        11100
3D 12X220         |101-12-12          |          2,0000|        11140
3D 12X230         |100R2AT-12         |          0,2300|        11100
3D 12X230         |101-12-12          |          2,0000|        11140
3D 12X340         |100-12-12          |          1,0000|        11026
3D 12X340         |100R2AT-12         |          0,3400|        11100
3D 12X340         |101-12-12          |          1,0000|        11140
3D 12X340         |2021-12-12         |          1,0000|        11962
3D 12X360         |100-12-12          |          1,0000|        11026
3D 12X360         |100R2AT-12         |          0,3600|        11100
3D 12X360         |101-12-12          |          1,0000|        11140
3D 12X360         |2021-12-12         |          1,0000|        11962
3D 12X380         |100R2AT-12         |          0,3800|        11100
3D 12X380         |101-12-12          |          2,0000|        11140
3D 12X460         |100-12-12          |          1,0000|        11026
3D 12X460         |100R2AT-12         |          0,4600|        11100
3D 12X460         |101-12-12          |          1,0000|        11140
3D 12X460         |2021-12-12         |          1,0000|        11962
3D 12X480         |100-12-12          |          1,0000|        11026
3D 12X480         |100R2AT-12         |          0,4800|        11100
3D 12X480         |101-12-12          |          1,0000|        11140
3D 12X480         |2021-12-12         |          1,0000|        11962
3D 12X490         |100-12-12          |          1,0000|        11026
3D 12X490         |100R2AT-12         |          0,4900|        11100
3D 12X490         |101-12-12          |          1,0000|        11140
3D 12X490         |2021-12-12         |          1,0000|        11962
3D 12X520         |100R2AT-12         |          0,5200|        11100
3D 12X520         |101-12-12          |          2,0000|        11140
3D 12X580         |100-12-12          |          1,0000|        11026
3D 12X580         |100R2AT-12         |          0,5800|        11100
3D 12X580         |101-12-12          |          1,0000|        11140
3D 12X580         |2021-12-12         |          1,0000|        11962
3D 3/4X550        |100-12-12          |          1,0000|        11026
3D 3/4X550        |100R2AT-12         |          0,5500|        11100
3D 3/4X550        |101-12-12          |          1,0000|        11140
3D 3/4X550        |2021-12-12         |          1,0000|        11962
3M 1/2X3300       |100-8-8            |          2,0000|        11054
3M 1/2X3300       |100R1AT-8          |          3,3000|        11093
3M 1/4X12MTS      |100R2AT-4          |         12,0000|        11105
3M 1/4X12MTS      |KARCHER-4          |          2,0000|        20090
3M 16X1200        |100-16-16          |          2,0000|        11033
3M 16X1200        |100R2AT-16         |          1,2000|        11101
3M 4X1300         |2807-5             |          1,3000|        12316
3M 4X1300         |HG311-14-4 DKO     |          2,0000|       331916
3M 4X310          |100-4-4            |          1,0000|        11040
3M 4X310          |EQUATOR-4          |          0,3100|       339854
3M 4X310          |HG311-12-4 DKO     |          1,0000|       335686
3M 4X380          |100-4-4            |          1,0000|        11040
3M 4X380          |EQUATOR-4          |          0,3800|       339854
3M 4X380          |HG311-12-4 DKO     |          1,0000|       335686
3M 4X830          |100-4-4            |          1,0000|        11040
3M 4X830          |EQUATOR-4          |          0,8300|       339854
3M 4X830          |HG311-12-4 DKO     |          1,0000|       335686
3M 4X860          |100-4-4            |          1,0000|        11040
3M 4X860          |EQUATOR-4          |          0,8600|       339854
3M 4X860          |HG311-12-4 DKO     |          1,0000|       335686
3M 6X3800         |100R2AT-6          |          3,8000|        11107
3M 6X3800         |HG311-20-6 DKO     |          1,0000|       335687
3M 6X3800         |HG325-20-6 DKO     |          1,0000|       335705
3M 6X5400         |100R2AT-6          |          5,4000|        11107
3M 6X5400         |HG311-20-6 DKO     |          1,0000|       335687
3M 6X5400         |HG325-20-6 DKO     |          1,0000|       335705
3M 6X7200         |100R2AT-6          |          7,2000|        11107
3M 6X7200         |HG311-20-6 DKO     |          1,0000|       335687
3M 6X7200         |HG325-20-6 DKO     |          1,0000|       335705
3M-3/4X1100       |BORRACHA-3/4       |          1,1000|        14718
ABC 4X1550        |100R1AT-4          |          1,5500|        11089
ABC 4X1550        |HG207-14-4T1       |          1,0000|        18700
ABC 4X1550        |HG311-14-4 DKO     |          1,0000|       331916
ABC 4X300         |100-4-4            |          1,0000|        11040
ABC 4X300         |100R7-4 A          |          0,3000|       334835
ABC 4X300         |112-4-4            |          1,0000|        11440
ABC 4X3100        |100R1AT-4          |          3,1000|        11089
ABC 4X3100        |HG325-14-4 DKO     |          2,0000|       334306
ABC 4X3700        |100R1AT-4          |          3,7000|        11089
ABC 4X3700        |HG325-14-4 DKO     |          2,0000|       334306
ABC 4X450         |100-6-4            |          1,0000|        11046
ABC 4X450         |100R1AT-4          |          0,4500|        11089
ABC 4X450         |HG311-14-4 DKO     |          1,0000|       331916
ABC 8X3100        |100R2AT-8          |          3,1000|        11108
ABC 8X3100        |HG311-22-8 DKO     |          1,0000|       335701
ABC 8X3100        |HG325-22-8 DKO     |          1,0000|       336057
ABC 8X3800        |100R2AT-8          |          3,8000|        11108
ABC 8X3800        |HG325-22-8 DKO     |          2,0000|       336057
ABDALA 12X450     |100R2AT-12         |          0,4500|        11100
ABDALA 12X450     |ORS-12-12          |          2,0000|        22111
ABDALA 16X1220    |100R13-16          |          1,2200|        11075
ABDALA 16X1220    |105-16-16DI-62     |          1,0000|       334621
ABDALA 16X1220    |M47441-16-16       |          1,0000|       335726
ABDALA 16X1220    |MP-32              |          1,2200|        21337
ABDALA 6X1070     |100R2AT-6          |          1,0700|        11107
ABDALA 6X1070     |ORS-6-6            |          1,0000|        22120
ABDALA 6X1070     |ORS90-6-6          |          1,0000|        22142
ABDALA 8X2000     |101-8-8            |          2,0000|        11164
ABDALA 8X2000     |2807-10            |          2,0000|        12310
ACV 4X620         |100-4-4            |          1,0000|        11040
ACV 4X620         |100R1AT-4          |          0,6200|        11089
ACV 4X620         |HG311-14-4 DKO     |          1,0000|       331916
ACV 6X2100        |100R1AT-6          |          2,1000|        11092
ACV 6X2100        |ORS-6-6            |          1,0000|        22120
ACV 6X2100        |ORS90-6-6          |          1,0000|        22142
ACV 6X4800        |100R17-6           |          4,8000|       339826
ACV 6X4800        |103-6-6            |          1,0000|        11245
ACV 6X4800        |ORS-8-6            |          1,0000|        22123
ACV 6X5000        |103-8-6            |          1,0000|        11251
ACV 6X5000        |6M3K               |          5,0000|       332553
ACV 6X5000        |ORS-8-6            |          1,0000|        22123
ACV 6X5200        |100R7-6            |          5,2000|        11137
ACV 6X5200        |ORS-6-6 MF         |          1,0000|       334258
ACV 6X5200        |ORS-8-6            |          1,0000|        22123
ACV 6X5400        |100R17-6           |          5,4000|       339826
ACV 6X5400        |103-6-6            |          1,0000|        11245
ACV 6X5400        |ORS45-8-6          |          1,0000|        22132
ACV 6X5600        |103-6-6            |          1,0000|        11245
ACV 6X5600        |103-8-6            |          1,0000|        11251
ACV 6X5600        |6M3K               |          5,6000|       332553
ACV 6X5850        |100R1AT-6          |          5,8500|        11092
ACV 6X5850        |103-6-6            |          1,0000|        11245
ACV 6X5850        |103-8-6            |          1,0000|        11251
ACV 6X600         |102-6-6            |          2,0000|        11189
ACV 6X600         |TBT-6              |          0,6000|        25760
ACV 6X6100        |100-6-6            |          2,0000|        11048
ACV 6X6100        |100R7-6            |          6,1000|        11137
ACV 6X7800        |100R7-6            |          7,8000|        11137
ACV 6X7800        |103-6-6            |          1,0000|        11245
ACV 6X7800        |103-8-6            |          1,0000|        11251
ACV.6X5600        |100R7-6            |          5,6000|        11137
ACV.6X5600        |ORS-6-6 MF         |          1,0000|       334258
ACV.6X5600        |ORS-8-6            |          1,0000|        22123
AGRIMAC 3500      |100R1AT-16         |          3,5000|        11084
AGRIMAC 3500      |101-16-16          |          2,0000|        11146
AGRIMAC 4000      |100R1AT-16         |          4,0000|        11084
AGRIMAC 4000      |101-16-16          |          2,0000|        11146
AGRIMAC 4X1500    |100R1AT-4          |          1,5000|        11089
AGRIMAC 4X1500    |CASQUINHA 14       |          2,0000|        15280
AGRIMAC 6X3000    |100R1AT-6          |          3,0000|        11092
AGRIMAC 6X3000    |101-4-6            |          1,0000|        11156
AGRIMAC 6X3000    |101-6-6            |          1,0000|        11159
AGRIMAC 8X600     |100-8-8            |          1,0000|        11054
AGRIMAC 8X600     |101-8-8            |          1,0000|        11164
AGRIMAC 8X600     |2807-10            |          0,6000|        12310
AGRIMAC 8X700     |100-8-8            |          1,0000|        11054
AGRIMAC 8X700     |101-8-8            |          1,0000|        11164
AGRIMAC 8X700     |2807-10            |          0,7000|        12310
AGRIMAC.3500      |100-24-24          |          1,0000|        11038
AGRIMAC.3500      |100R1AT-24         |          3,5000|        11086
AGRIMAC.3500      |101-24-24          |          1,0000|        11153
AGRITEK 6X920     |100R2AT-6          |          0,9200|        11107
AGRITEK 6X920     |ORS-6-6            |          1,0000|        22120
AGRITEK 6X920     |ORS90-6-6          |          1,0000|        22142
AGRITEK 8X1400    |100R2AT-8          |          1,4000|        11108
AGRITEK 8X1400    |ORS45-10-8         |          1,0000|       330534
AGRITEK 8X1400    |W03310-8           |          1,0000|       334815
AGRITEK 8X1500    |100R2AT-8          |          1,5000|        11108
AGRITEK 8X1500    |117-10-8           |          1,0000|        11531
AGRITEK 8X1500    |W03310-8           |          1,0000|       334815
AGRITEK 8X230     |100-10-8           |          1,0000|        11023
AGRITEK 8X230     |100R2AT-8          |          0,2300|        11108
AGRITEK 8X230     |112-10-8           |          1,0000|        11426
AGRITEK 8X580     |100R2AT-8          |          0,5800|        11108
AGRITEK 8X580     |ORS-8-8 MF         |          1,0000|       331501
AGRITEK 8X580     |ORS90-8-8          |          1,0000|        22146
AGRITEK 8X720     |100R2AT-8          |          0,7200|        11108
AGRITEK 8X720     |103-10-8           |          1,0000|        11225
AGRITEK 8X720     |W03310-8           |          1,0000|       334815
AGRO 4X15000      |100-6-4            |          1,0000|        11046
AGRO 4X15000      |100R2AT-4          |         15,0000|        11105
AGRO 4X15000      |KARCHER-4          |          1,0000|        20090
AGRO 8X3500       |100R2AT-8          |          3,5000|        11108
AGRO 8X3500       |101-8-8            |          1,0000|        11164
AGRO 8X3500       |ORS-8-8            |          1,0000|        22124
AGROFORT.2000     |100R1AT-4          |          2,0000|        11089
AGROFORT.2000     |101-4-4            |          2,0000|        11155
AHTCL 8X2900      |100-10-8           |          1,0000|        11023
AHTCL 8X2900      |100R1AT-8          |          2,9000|        11093
AHTCL 8X2900      |113-8-8            |          1,0000|        11487
ALFAPOWER 1800    |100-16-16          |          2,0000|        11033
ALFAPOWER 1800    |100R5-16           |          1,8000|        11115
ALFAPOWER 2200    |100-20-20          |          2,0000|        11036
ALFAPOWER 2200    |100R5-20           |          2,2000|        11116
ALVES 1/2X1800    |100R2AT-8          |          1,8000|        11108
ALVES 1/2X1800    |107-8-8            |          1,0000|        11350
ALVES 1/2X1800    |HG311-24-8 DKO     |          1,0000|       335205
APC 4X10000       |100R1AT-4          |         10,0000|        11089
APC 4X10000       |101-4-4            |          1,0000|        11155
APC 4X10000       |HG560-6-4          |          1,0000|        18849
APP 6X10000       |100R2AT-6          |         10,0000|        11107
APP 6X10000       |CRISTAL-16         |         10,0000|        15998
APP 6X10000       |KARCHER-6          |          2,0000|        20098
ARCOLIMP 10000    |100R1AT-32         |         10,0000|        11088
ARCOLIMP 10000    |67-75              |          1,0000|        13298
ARTEC 16X3200     |100R1AT-16         |          3,2000|        11084
ARTEC 16X3200     |112-16-16          |          1,0000|        11434
ARTEC 16X3200     |ORS-16-16          |          1,0000|        22115
ARTEC 16X5000     |100R1AT-16         |          5,0000|        11084
ARTEC 16X5000     |HG560-16-16        |          1,0000|        18841
ARTEC 16X5000     |HG569-16-16        |          1,0000|        18865
ARTEC 16X800      |101-16-16          |          2,0000|        11146
ARTEC 16X800      |EQUATOR-16         |          0,8000|       337873
ARTEC 20X3200     |100R5-20           |          3,2000|        11116
ARTEC 20X750      |101-24-24          |          2,0000|        11153
ARTEC 20X750      |EQUATOR-20         |          0,7500|       338783
ATLANTICO 8000    |100R2AT-6          |          8,0000|        11107
ATLANTICO 8000    |101-8-6            |          1,0000|        11163
ATLANTICO 8000    |CRISTAL-16         |          8,0000|        15998
ATLANTICO 8000    |KARCHER-6          |          1,0000|        20098
AVANT 4X10000     |100R2AT-4          |         10,0000|        11105
AVANT 4X10000     |CRISTAL-12         |         10,0000|        15995
AVANT 4X10000     |HG560-6-4          |          1,0000|        18849
AVANT 4X10000     |KARCHER-4          |          1,0000|        20090
BAHIA.1/4X3000    |100-4-4            |          1,0000|        11040
BAHIA.1/4X3000    |100-6-4            |          1,0000|        11046
BAHIA.1/4X3000    |100R7-4 A          |          3,0000|       334835
BASE 1/2X1500     |100-8-8            |          1,0000|        11054
BASE 1/2X1500     |100R2AT-8          |          1,5000|        11108
BASE 1/2X1500     |112-8-8            |          1,0000|        11451
BASE 1/2X2100     |100-8-8            |          2,0000|        11054
BASE 1/2X2100     |100R2AT-8          |          2,1000|        11108
BASE 1/2X2100     |MP-20-8            |          2,1000|        21334
BASE 1/2X4000     |100-8-8            |          1,0000|        11054
BASE 1/2X4000     |100R2AT-8          |          4,0000|        11108
BASE 1/2X4000     |117-8-8            |          1,0000|        11552
BASE 1/2X7600     |100-8-8            |          1,0000|        11054
BASE 1/2X7600     |100R2AT-8          |          7,6000|        11108
BASE 1/2X7600     |112-8-8            |          1,0000|        11451
BASE 1/4X250      |100-4-4            |          2,0000|        11040
BASE 1/4X250      |100R2AT-4          |          0,2500|        11105
BASE 1/4X740      |100R2AT-4          |          0,7500|        11105
BASE 1/4X740      |HG568-4-4          |          1,0000|        18856
BASE 1/4X740      |HG569-4-4          |          1,0000|        18867
BASE 12X1050      |100R2AT-12         |          1,0500|        11100
BASE 12X1050      |113-12-12          |          2,0000|        11469
BASE 12X1050      |MP-25-12           |          1,0500|        21336
BASE 12X1300      |100-12-12          |          1,0000|        11026
BASE 12X1300      |100R2AT-12         |          1,3000|        11100
BASE 12X1300      |113-12-12          |          1,0000|        11469
BASE 12X1300      |MP-25-12           |          1,3000|        21336
BASE 12X1600      |100-12-12          |          1,0000|        11026
BASE 12X1600      |100R2AT-12         |          1,6000|        11100
BASE 12X1600      |109-12-12          |          1,0000|        11363
BASE 12X3200      |100-12-12          |          2,0000|        11026
BASE 12X3200      |100R1AT-12         |          3,2000|        11083
BASE 16X1380      |100-16-16          |          1,0000|        11033
BASE 16X1380      |100R2AT-16         |          1,3800|        11101
BASE 16X1380      |113-16-16          |          1,0000|        11474
BASE 16X1900      |100R12-16          |          1,9000|        11069
BASE 16X1900      |112-16-16          |          1,0000|        11434
BASE 16X1900      |113-16-16          |          1,0000|        11474
BASE 16X2750      |100-16-16          |          1,0000|        11033
BASE 16X2750      |100R2AT-16         |          2,7500|        11101
BASE 16X2750      |113-16-16          |          1,0000|        11474
BASE 16X2800      |100-20-16          |          1,0000|        11035
BASE 16X2800      |100R2AT-16         |          2,8000|        11101
BASE 16X2800      |112-16-16          |          1,0000|        11434
BASE 16X900       |100-16-16          |          1,0000|        11033
BASE 16X900       |100R2AT-16         |          0,9000|        11101
BASE 16X900       |113-16-16          |          1,0000|        11474
BASE 1X1300       |100-16-16          |          1,0000|        11033
BASE 1X1300       |100R2AT-16         |          1,3000|        11101
BASE 1X1300       |112-16-16          |          1,0000|        11434
BASE 1X1600       |100-16-16          |          1,0000|        11033
BASE 1X1600       |100R2AT-16         |          1,6000|        11101
BASE 1X1600       |113-16-16          |          1,0000|        11474
BASE 1X2100       |100-16-16          |          1,0000|        11033
BASE 1X2100       |100R12-16          |          2,1000|        11069
BASE 1X2100       |109-16-16          |          1,0000|        11373
BASE 1X3100       |100-16-16          |          1,0000|        11033
BASE 1X3100       |100R2AT-16         |          3,1000|        11101
BASE 1X3100       |113-16-16          |          1,0000|        11474
BASE 1X3200       |100-16-16          |          2,0000|        11033
BASE 1X3200       |100R2AT-16         |          3,2000|        11101
BASE 24X20000     |100R1AT-24         |         20,0000|        11086
BASE 24X20000     |101-24-24          |          2,0000|        11153
BASE 3/8X3850     |100-6-6            |          1,0000|        11048
BASE 3/8X3850     |100R2AT-6          |          3,8500|        11107
BASE 3/8X3850     |112-6-6            |          1,0000|        11446
BASE 3/8X800      |100-6-6            |          1,0000|        11048
BASE 3/8X800      |100R2AT-6          |          0,8000|        11107
BASE 3/8X800      |112-6-6            |          1,0000|        11446
BASE 4X300        |100-4-4            |          2,0000|        11040
BASE 4X300        |100R2AT-4          |          0,3000|        11105
BASE 4X3000       |100R1AT-4          |          3,0000|        11089
BASE 4X3000       |FF 1/8X1/4         |          2,0000|        17756
BASE 6X1300       |100-6-6            |          1,0000|        11048
BASE 6X1300       |100R2AT-6          |          1,3000|        11107
BASE 6X1300       |113-6-6            |          1,0000|        11482
BASE 6X4250       |100-6-6            |          1,0000|        11048
BASE 6X4250       |100R2AT-6          |          4,2500|        11107
BASE 6X4250       |113-6-6            |          1,0000|        11482
BASE 8X1900       |100-8-8            |          2,0000|        11054
BASE 8X1900       |100R1AT-8          |          1,9000|        11093
BASE 8X3700       |100-12-8           |          1,0000|        11029
BASE 8X3700       |100R2AT-8          |          3,7000|        11108
BASE 8X3700       |117-8-8            |          1,0000|        11552
BASE.16X720       |100-16-16          |          1,0000|        11033
BASE.16X720       |100R12-16          |          0,7200|        11069
BASE.16X720       |109-20-16          |          1,0000|        11381
BASE.6X4250       |100-8-6            |          1,0000|        11053
BASE.6X4250       |100R2AT-6          |          4,2500|        11107
BASE.6X4250       |113-8-6            |          1,0000|        11486
BCLV 6X9000       |100R1AT-6          |          9,0000|        11092
BCLV 6X9000       |101-6-6            |          1,0000|        11159
BCLV 6X9000       |101-8-6            |          1,0000|        11163
BCLV 8X900        |100R1AT-8          |          0,9000|        11093
BCLV 8X900        |101-8-8            |          1,0000|        11164
BCLV 8X900        |HG569-8-8          |          1,0000|        18871
BENTO 12X400      |EQUATOR-12         |          0,4000|       338819
BENTO 12X400      |W03310-12          |          2,0000|       335036
BENTO 8X450       |100R2AT-8          |          0,4500|        11108
BENTO 8X450       |HG311-24-8 DKO     |          2,0000|       335205
BERNARDI 1600     |2807-10            |          1,6000|        12310
BERNARDI 1600     |HG311-22-8 DKO     |          2,0000|       335701
BERNARDI 800      |100R12-12          |          0,8000|        11068
BERNARDI 800      |ORS-12-12          |          2,0000|        22111
BM-110 G3         |2021-6-8           |          4,0000|        11993
BM-110 G3         |2026-03            |          2,0000|       332974
BM-110 G3         |202702-M18-8       |          4,0000|       335673
BM-110 G3         |203102-10          |          1,0000|        12104
BM-110 G3         |203102-8           |          4,0000|        12110
BM-110 G3         |2071-8             |          2,0000|        12179
BM-110 G3         |DEIRO 8X2700       |          2,0000|       341149
BM-110 G3         |DEIRO 8X2900       |          1,0000|       341150
BM-110 G3         |DEIRO.8X2900       |          1,0000|       341166
BM-110 G3         |DEIRO.8X600        |          2,0000|       341148
BQ 1/4X7200       |100R7-4 A          |          7,2000|       334835
BQ 1/4X7200       |113-4-4            |          1,0000|        11477
BQ 1/4X7200       |HG207-14-4T1       |          1,0000|        18700
BRASTEC 4X1000    |100R1AT-4          |          1,0000|        11089
BRASTEC 4X1000    |HG311-16-4 DKO     |          2,0000|       335688
BRASTEC 6X2000    |100R1AT-6          |          2,0000|        11092
BRASTEC 6X2000    |HG311-16-6 DKO     |          1,0000|       335703
BRASTEC 6X2000    |HG311-20-6 DKO     |          1,0000|       335687
BRASTEC 6X500     |100R1AT-6          |          0,5000|        11092
BRASTEC 6X500     |112-8-6            |          1,0000|        11450
BRASTEC 6X500     |HG325-18-6 DKO     |          1,0000|       335776
BRASTEC 6X6000    |100-6-6            |          1,0000|        11048
BRASTEC 6X6000    |100R1AT-6          |          6,0000|        11092
BRASTEC 6X6000    |HG311-18-6-DKO     |          1,0000|       332605
BRASTEC.6X2000    |100-8-6            |          1,0000|        11053
BRASTEC.6X2000    |100R1AT-6          |          2,0000|        11092
BRASTEC.6X2000    |HG311-18-6-DKO     |          1,0000|       332605
BRUBER 4X30000    |100R2AT-4          |         30,0000|        11105
BRUBER 4X30000    |KARCHER-4          |          2,0000|        20090
BRUBER 6X500      |100-6-6            |          2,0000|        11048
BRUBER 6X500      |100R2AT-6          |          0,5000|        11107
BRUBER.16X1000    |100R12-16          |          1,0000|        11069
BRUBER.16X1000    |ORS-16-16 MF       |          2,0000|       331500
BUENO 10X1400     |100R2AT-10         |          1,4000|        11099
BUENO 10X1400     |HG207-28-10        |          2,0000|        18718
BUENO 10X2700     |100-10-10          |          1,0000|        11020
BUENO 10X2700     |100R2AT-10         |          2,7000|        11099
BUENO 10X2700     |112-12-10          |          1,0000|        11427
BUENO 12X250      |100R2AT-12         |          0,2500|        11100
BUENO 12X250      |HG311-30-12DK2     |          1,0000|       339006
BUENO 12X250      |HG325-30-12 DK     |          1,0000|       335700
CALORI 16X1420    |100R12-16          |          1,4200|        11069
CALORI 16X1420    |105-16-16 14MM     |          1,0000|        11297
CALORI 16X1420    |105-20-16COD62     |          1,0000|       334108
CAMARO 10X1400    |100-12-10          |          1,0000|        11025
CAMARO 10X1400    |100R2AT-10         |          1,4000|        11099
CAMARO 10X1400    |113-12-10          |          1,0000|        11468
CAMARO 10X1400    |MP-25-10           |          1,4000|        21335
CAMARO 12X1150    |100R12-12          |          1,1500|        11068
CAMARO 12X1150    |105-12-12          |          2,0000|        11288
CAMARO 12X1300    |100R12-12          |          1,3000|        11068
CAMARO 12X1300    |105-12-12          |          1,0000|        11288
CAMARO 12X1300    |109-12-12          |          1,0000|        11363
CAMARO 12X670     |100R12-12          |          0,6700|        11068
CAMARO 12X670     |109-12-12-H100     |          1,0000|        11364
CAMARO 12X670     |109-16-12-H130     |          1,0000|       340473
CAMARO 12X680     |100R12-12          |          0,6800|        11068
CAMARO 12X680     |107-12-12          |          1,0000|        11329
CAMARO 12X680     |ORS-12-12          |          1,0000|        22111
CAMARO 16X1000    |100-16-16          |          2,0000|        11033
CAMARO 16X1000    |100R12-16          |          1,0000|        11069
CAMARO 16X770     |100-16-16          |          1,0000|        11033
CAMARO 16X770     |100R2AT-16         |          0,7700|        11101
CAMARO 16X770     |112-16-16          |          1,0000|        11434
CAMARO 1X800      |100-16-16          |          1,0000|        11033
CAMARO 1X800      |100R2AT-16         |          0,8000|        11101
CAMARO 1X800      |112-16-16          |          1,0000|        11434
CAMARO 20X650     |100-20-20          |          1,0000|        11036
CAMARO 20X650     |100R1AT-20         |          0,6500|        11085
CAMARO 20X650     |109-20-20          |          1,0000|        11383
CAMARO 4X280      |100R2AT-4          |          0,2800|        11105
CAMARO 4X280      |HE311-14-4         |          2,0000|        18546
CAMARO 4X390      |100-6-4            |          1,0000|        11046
CAMARO 4X390      |100R2AT-4          |          0,3900|        11105
CAMARO 4X390      |HE311-14-4         |          1,0000|        18546
CAMARO 6X1150     |100R2AT-6          |          1,1500|        11107
CAMARO 6X1150     |HE311-18-6         |          2,0000|        18549
CAMARO 8X1050     |100R2AT-8          |          1,0500|        11108
CAMARO 8X1050     |ORS-8-8            |          1,0000|        22124
CAMARO 8X1050     |ORS90-8-8          |          1,0000|        22146
CAMARO 8X1100     |100-10-8           |          1,0000|        11023
CAMARO 8X1100     |100R2AT-8          |          1,1000|        11108
CAMARO 8X1100     |103-10-8           |          1,0000|        11225
CAMARO 8X2250     |100-10-8           |          1,0000|        11023
CAMARO 8X2250     |100R2AT-8          |          2,2500|        11108
CAMARO 8X2250     |112-10-8           |          1,0000|        11426
CAMARO 8X3500     |100-10-8           |          1,0000|        11023
CAMARO 8X3500     |100R2AT-8          |          3,5000|        11108
CAMARO 8X3500     |103-12-8           |          1,0000|        11229
CAMARO 8X3500     |MP-20-8            |          3,5000|        21334
CAMARO 8X750      |100-10-8           |          1,0000|        11023
CAMARO 8X750      |100R2AT-8          |          0,7500|        11108
CAMARO 8X750      |103-10-8           |          1,0000|        11225
CAMARO3/4X1240    |100R12-12          |          1,2400|        11068
CAMARO3/4X1240    |105-12-12          |          1,0000|        11288
CAMARO3/4X1240    |109-12-12          |          1,0000|        11363
CAMARO3/4X1240    |MP-25-12           |          1,2400|        21336
CAMP 1/2X1500     |100R2AT-8          |          1,5000|        11108
CAMP 1/2X1500     |HG311-22-8 DKO     |          1,0000|       335701
CAMP 1/2X1500     |HG325-22-8 DKO     |          1,0000|       336057
CAP 4X11000       |100R2AT-4          |         11,0000|        11105
CAP 4X11000       |KARCHER-4          |          2,0000|        20090
CARE 10X1350      |100R2AT-10         |          1,3500|        11099
CARE 10X1350      |103-12-10          |          1,0000|        11226
CARE 10X1350      |112-10-10          |          1,0000|        11423
CARNEIRO 2100     |100R2AT-8          |          2,1000|        11108
CARNEIRO 2100     |HE213-8-8          |          2,0000|        18544
CARNEIRO 300      |100-16-12          |          1,0000|        11032
CARNEIRO 300      |100R2AT-12         |          0,3000|        11100
CARNEIRO 300      |101-12-12          |          1,0000|        11140
CARNEIRO 3500     |100-8-8            |          1,0000|        11054
CARNEIRO 3500     |100R2AT-8          |          3,5000|        11108
CARNEIRO 3500     |101-8-8            |          1,0000|        11164
CARNEIRO 760      |100-16-16          |          1,0000|        11033
CARNEIRO 760      |100R2AT-16         |          0,7600|        11101
CARNEIRO 760      |103-16-16          |          1,0000|        11233
CARNEIRO 8X400    |100-8-8            |          1,0000|        11054
CARNEIRO 8X400    |100R2AT-8          |          0,4000|        11108
CARNEIRO 8X400    |112-8-8            |          1,0000|        11451
CARNEIRO 8X500    |100R2AT-8          |          0,5000|        11108
CARNEIRO 8X500    |HG207-24-8         |          1,0000|        18716
CARNEIRO 8X500    |HG311-24-8 DKO     |          1,0000|       335205
CARRERA 6X10MT    |100R2AT-6          |         10,0000|        11107
CARRERA 6X10MT    |CRISTAL-16         |         10,0000|        15998
CARRERA 6X10MT    |HG207-20-6T1       |          1,0000|        18709
CARRERA 6X10MT    |HG560-6-6          |          1,0000|        18850
CDB 32X620        |100R2AT-32         |          0,6200|        11104
CDB 32X620        |101-32-32          |          2,0000|        11154
CDC 8X1100        |0002CP 1/2         |          2,0000|        10007
CDC 8X1100        |0401CF 1/2         |          2,0000|        10233
CDC 8X1100        |2807-10            |          1,1000|        12310
CDC 8X1100        |PL-12,7-8          |          2,0000|            0
CELLPLAS 3000     |100-12-12          |          1,0000|        11026
CELLPLAS 3000     |100R1AT-12         |          3,0000|        11083
CELLPLAS 3000     |101-12-12          |          1,0000|        11140
CELLPLAS 3000     |2021-12-12         |          1,0000|        11962
CETECOM 1400      |100-12-10          |          2,0000|        11025
CETECOM 1400      |EQUATOR-10         |          1,4000|       339374
CETECOM 1570      |100-12-10          |          2,0000|        11025
CETECOM 1570      |EQUATOR-10         |          1,5700|       339374
CETECOM 16X570    |100-16-16          |          2,0000|        11033
CETECOM 16X570    |EQUATOR-16         |          0,5700|       337873
CETECOM 16X680    |100-16-16          |          2,0000|        11033
CETECOM 16X680    |EQUATOR-16         |          0,6800|       337873
CETECOM 16X720    |100-16-16          |          2,0000|        11033
CETECOM 16X720    |EQUATOR-16         |          0,7200|       337873
CETECOM 32X900    |100-32-32          |          2,0000|        11039
CETECOM 32X900    |EQUATOR-32         |          0,9000|       340133
CIPAMED 8X650     |100-8-8            |          1,0000|        11054
CIPAMED 8X650     |100R1AT-8          |          0,6500|        11093
CIPAMED 8X650     |112-8-8            |          1,0000|        11451
CIPLAN 12X12MT    |100-12-12          |          1,0000|        11026
CIPLAN 12X12MT    |1B-12              |         12,0000|        11904
CIPLAN 12X920     |100-12-12          |          1,0000|        11026
CIPLAN 12X920     |100-16-12          |          1,0000|        11032
