PRODUTO           |KIT ID             |QTDE            |COD INTERNO
DEIRO 6X250       |100R1AT-6          |          0,2500|        11092
DEIRO 6X250       |101-6-6            |          1,0000|        11159
DEIRO 6X250       |ORS-6-6            |          1,0000|        22120
DEIRO 6X2500      |100-6-6            |          1,0000|        11048
DEIRO 6X2500      |100R2AT-6          |          2,5000|        11107
DEIRO 6X2500      |112-6-6            |          1,0000|        11446
DEIRO 6X3000      |100R2AT-6          |          3,0000|        11107
DEIRO 6X3000      |112-8-6            |          1,0000|        11450
DEIRO 6X3000      |ORS90-6-6          |          1,0000|        22142
DEIRO 6X3500      |100-6-6            |          1,0000|        11048
DEIRO 6X3500      |100R2AT-6          |          3,5000|        11107
DEIRO 6X3500      |112-6-6            |          1,0000|        11446
DEIRO 6X4000      |100R1AT-6          |          4,0000|        11092
DEIRO 6X4000      |112-8-6            |          1,0000|        11450
DEIRO 6X4000      |HG325-16-6 DKO     |          1,0000|       335672
DEIRO 6X500       |100-6-6            |          1,0000|        11048
DEIRO 6X500       |100R2AT-6          |          0,5000|        11107
DEIRO 6X500       |112-6-6            |          1,0000|        11446
DEIRO 6X600       |100-6-6            |          1,0000|        11048
DEIRO 6X600       |100R2AT-6          |          0,6000|        11107
DEIRO 6X600       |112-6-6            |          1,0000|        11446
DEIRO 6X650       |100-8-6            |          2,0000|        11053
DEIRO 6X650       |100R1AT-6          |          0,6500|        11092
DEIRO 6X650       |202702-M22-8       |          2,0000|        12086
DEIRO 6X680       |100R2AT-6          |          0,6800|        11107
DEIRO 6X680       |112-8-6            |          1,0000|        11450
DEIRO 6X680       |MP-20-6            |          0,6800|        21333
DEIRO 6X680       |ORS45-8-6          |          1,0000|        22132
DEIRO 6X700       |100-6-6            |          2,0000|        11048
DEIRO 6X700       |100R2AT-6          |          0,7000|        11107
DEIRO 8X1000      |0002CP 5/8         |          1,0000|        10017
DEIRO 8X1000      |0401CF 5/8         |          1,0000|        10246
DEIRO 8X1000      |103-10-8           |          1,0000|        11225
DEIRO 8X1000      |2807-10            |          1,0000|        12310
DEIRO 8X1000      |PL-16-8            |          1,0000|        22354
DEIRO 8X1100      |100-8-8            |          1,0000|        11054
DEIRO 8X1100      |100R2AT-8          |          1,1000|        11108
DEIRO 8X1100      |ORS45-8-8          |          1,0000|        22133
DEIRO 8X1200      |112-10-8           |          1,0000|        11426
DEIRO 8X1200      |2807-10            |          1,2000|        12310
DEIRO 8X1200      |ORS-8-8            |          1,0000|        22124
DEIRO 8X1350      |0002CP 5/8         |          1,0000|        10017
DEIRO 8X1350      |0401CF 5/8         |          1,0000|        10246
DEIRO 8X1350      |103-10-8           |          1,0000|        11225
DEIRO 8X1350      |2807-10            |          1,3500|        12310
DEIRO 8X1350      |PL-16-8            |          1,0000|        22354
DEIRO 8X2000      |100-8-8            |          1,0000|        11054
DEIRO 8X2000      |100R2AT-8          |          2,0000|        11108
DEIRO 8X2000      |112-8-8            |          1,0000|        11451
DEIRO 8X2500      |2807-10            |          2,5000|        12310
DEIRO 8X2500      |HG311-22-8 DKO     |          2,0000|       335701
DEIRO 8X2700      |100-8-8            |          1,0000|        11054
DEIRO 8X2700      |100R2AT-8          |          2,7000|        11108
DEIRO 8X2700      |112-8-8            |          1,0000|        11451
DEIRO 8X2900      |100-8-8            |          1,0000|        11054
DEIRO 8X2900      |100R1AT-8          |          2,9000|        11093
DEIRO 8X2900      |112-8-8            |          1,0000|        11451
DEIRO 8X3000      |100R2AT-8          |          3,0000|        11108
DEIRO 8X3000      |101-8-8            |          1,0000|        11164
DEIRO 8X3000      |HG311-22-8 DKO     |          1,0000|       335701
DEIRO 8X3200      |100-10-8           |          1,0000|        11023
DEIRO 8X3200      |100R2AT-8          |          3,2000|        11108
DEIRO 8X3200      |112-8-8            |          1,0000|        11451
DEIRO 8X360       |103-10-8           |          2,0000|        11225
DEIRO 8X360       |2807-10            |          0,3600|        12310
DEIRO 8X400       |100R1AT-8          |          0,4000|        11093
DEIRO 8X400       |103-8-8            |          1,0000|        11252
DEIRO 8X400       |113-8-8            |          1,0000|        11487
DEIRO 8X4000      |100R1AT-8          |          4,0000|        11093
DEIRO 8X4000      |112-10-8           |          1,0000|        11426
DEIRO 8X4000      |HG325-24-8 DKO     |          1,0000|       335704
DEIRO 8X460       |100R2AT-8          |          0,4600|        11108
DEIRO 8X460       |112-10-8           |          1,0000|        11426
DEIRO 8X460       |113-10-8           |          1,0000|        11467
DEIRO 8X470       |100R2AT-8          |          0,4700|        11108
DEIRO 8X470       |112-10-8           |          1,0000|        11426
DEIRO 8X470       |HG207-22-8         |          1,0000|        18714
DEIRO 8X900       |100-8-8            |          1,0000|        11054
DEIRO 8X900       |100R2AT-8          |          0,9000|        11108
DEIRO 8X900       |112-8-8            |          1,0000|        11451
DEIRO-6X1100      |101-8-6            |          1,0000|        11163
DEIRO-6X1100      |2807-8             |          1,1000|        12318
DEIRO-6X1100      |BANJO-16-6         |          1,0000|        14417
DEIRO.4X3000      |100-6-4            |          1,0000|        11046
DEIRO.4X3000      |100R1AT-4          |          3,0000|        11089
DEIRO.4X3000      |112-4-4            |          1,0000|        11440
DEIRO.4X700       |100-6-4            |          1,0000|        11046
DEIRO.4X700       |100R1AT-4          |          0,7000|        11089
DEIRO.4X700       |112-6-4            |          1,0000|        11445
DEIRO.6X3500      |100-6-6            |          2,0000|        11048
DEIRO.6X3500      |100R2AT-6          |          3,5000|        11107
DEIRO.6X4000      |100R1AT-6          |          4,0000|        11092
DEIRO.6X4000      |112-8-6            |          1,0000|        11450
DEIRO.6X4000      |HG325-18-6 DKO     |          1,0000|       335776
DEIRO.6X700       |100R2AT-6          |          0,7000|        11107
DEIRO.6X700       |BANJO-16-6         |          1,0000|        14417
DEIRO.6X700       |HG207-18-6T1       |          1,0000|        18706
DEIRO.8X1000      |100R2AT-8          |          1,0000|        11108
DEIRO.8X1000      |112-12-8           |          1,0000|        11430
DEIRO.8X1000      |112-8-8            |          1,0000|        11451
DEIRO.8X1100      |100R2AT-8          |          1,1000|        11108
DEIRO.8X1100      |HE213-8-8          |          2,0000|        18544
DEIRO.8X1200      |100R1AT-8          |          1,2000|        11093
DEIRO.8X1200      |101-8-8            |          2,0000|        11164
DEIRO.8X1400      |100-10-8           |          1,0000|        11023
DEIRO.8X1400      |100R2AT-8          |          1,4000|        11108
DEIRO.8X1400      |ORS90-10-8         |          1,0000|        22135
DEIRO.8X1500      |100-10-8           |          1,0000|        11023
DEIRO.8X1500      |2807-10            |          1,5000|        12310
DEIRO.8X1500      |W03310-8           |          1,0000|       334815
DEIRO.8X2000      |100R2AT-8          |          2,0000|        11108
DEIRO.8X2000      |112-8-8            |          1,0000|        11451
DEIRO.8X2000      |ORS-10-8           |          1,0000|        22109
DEIRO.8X2900      |100R1AT-8          |          2,9000|        11093
DEIRO.8X2900      |112-10-8           |          1,0000|        11426
DEIRO.8X2900      |112-8-8            |          1,0000|        11451
DEIRO.8X300       |100-8-8            |          1,0000|        11054
DEIRO.8X300       |100R2AT-8          |          0,3000|        11108
DEIRO.8X300       |113-8-8            |          1,0000|        11487
DEIRO.8X500       |100-10-8           |          1,0000|        11023
DEIRO.8X500       |100R1AT-8          |          0,5000|        11093
DEIRO.8X500       |112-10-8           |          1,0000|        11426
DEIRO.8X600       |100-8-8            |          1,0000|        11054
DEIRO.8X600       |100R2AT-8          |          0,6000|        11108
DEIRO.8X600       |112-8-8            |          1,0000|        11451
DGB 10X1600       |100R2AT-10         |          1,6000|        11099
DGB 10X1600       |ORS-10-10          |          2,0000|        22108
DGB 10X750        |100R2AT-10         |          0,7500|        11099
DGB 10X750        |ORS-10-10          |          1,0000|        22108
DGB 10X750        |ORS90-10-10        |          1,0000|        22134
DGB 12X1050       |100R12-12          |          1,0500|        11068
DGB 12X1050       |HG311-30-12DKO     |          1,0000|       334825
DGB 12X1050       |ORS-12-12          |          1,0000|        22111
DGB 12X1200       |100R2AT-12         |          1,2000|        11100
DGB 12X1200       |109-12-12-H100     |          1,0000|        11364
DGB 12X1200       |ORS-16-12          |          1,0000|        22114
DGB 12X1300       |100R2AT-12         |          1,3000|        11100
DGB 12X1300       |105-12-12          |          1,0000|        11288
DGB 12X1300       |109-12-12          |          1,0000|        11363
DGB 12X1350       |100R2AT-12         |          1,3500|        11100
DGB 12X1350       |105-12-12          |          1,0000|        11288
DGB 12X1350       |109-12-12          |          1,0000|        11363
DGB 12X1400       |100R2AT-12         |          1,4000|        11100
DGB 12X1400       |109-12-12-H100     |          1,0000|        11364
DGB 12X1400       |ORS-16-12          |          1,0000|        22114
DGB 12X2500       |100R12-12          |          2,5000|        11068
DGB 12X2500       |107-12-12COD62     |          1,0000|       333845
DGB 12X2500       |109-12-12COD62     |          1,0000|        11365
DGB 12X2500       |MP-25-12           |          2,5000|        21336
DGB 12X3500       |100R12-12          |          3,5000|        11068
DGB 12X3500       |ORS-12-12          |          1,0000|        22111
DGB 12X3500       |ORS90-12-12        |          1,0000|        22136
DGB 16X1250       |100R1AT-16         |          1,2500|        11084
DGB 16X1250       |HG311-36-16 DK     |          1,0000|       332750
DGB 16X1250       |W03310-16          |          1,0000|       335037
DGB 16X2850       |100-16-16          |          1,0000|        11033
DGB 16X2850       |100R12-16          |          2,8500|        11069
DGB 16X2850       |109-16-16          |          1,0000|        11373
DGB 16X3000       |100-16-16          |          1,0000|        11033
DGB 16X3000       |100R12-16          |          3,0000|        11069
DGB 16X3000       |109-16-16          |          1,0000|        11373
DGB 16X700        |100-16-16          |          1,0000|        11033
DGB 16X700        |100R2AT-16         |          0,7000|        11101
DGB 16X700        |107-16-16          |          1,0000|        11334
DGB 16X910        |100R13-16          |          0,9100|        11075
DGB 16X910        |105-16-16DI-62     |          1,0000|       334621
DGB 16X910        |109-16-16DI-62     |          1,0000|       334624
DGB 3/4X1000      |100-12-12          |          1,0000|        11026
DGB 3/4X1000      |100R12-12          |          1,0000|        11068
DGB 3/4X1000      |ORS-12-12          |          1,0000|        22111
DGB 4X6000        |100R2AT-4          |          6,0000|        11105
DGB 4X6000        |101-6-4            |          1,0000|        11158
DGB 4X6000        |HG560-6-4          |          1,0000|        18849
DGB 4X7000        |100R1AT-4          |          7,0000|        11089
DGB 4X7000        |FF 1/8X1/4         |          1,0000|        17756
DGB 4X7000        |KARCHER-4          |          1,0000|        20090
DGB 4X930         |100R2AT-4          |          0,9300|        11105
DGB 4X930         |HG560-4-4          |          1,0000|        18846
DGB 4X930         |HG569-4-4          |          1,0000|        18867
DGB 6X2600        |100R2AT-6          |          2,6000|        11107
DGB 6X2600        |ORS-6-6            |          1,0000|        22120
DGB 6X2600        |ORS90-6-6          |          1,0000|        22142
DGB 6X2700        |100R2AT-6          |          2,7000|        11107
DGB 6X2700        |HG311-20-6 DKO     |          1,0000|       335687
DGB 6X2700        |HG325-20-6 DKO     |          1,0000|       335705
DGB 6X330         |100R1AT-6          |          0,3300|        11092
DGB 6X330         |HG207-18-6T1       |          2,0000|        18706
DGB 8X1200        |100-8-8            |          1,0000|        11054
DGB 8X1200        |100R2AT-8          |          1,2000|        11108
DGB 8X1200        |113-8-8            |          1,0000|        11487
DGB 8X1450        |100R2AT-8          |          1,4500|        11108
DGB 8X1450        |HG311-24-8 DKO     |          1,0000|       335205
DGB 8X1450        |HG325-24-8 DKO     |          1,0000|       335704
DGB 8X2500        |100-10-8           |          2,0000|        11023
DGB 8X2500        |100R2AT-8          |          2,5000|        11108
DP 8X2800         |100R2AT-8          |          2,8000|        11108
DP 8X2800         |HG560-8-8          |          1,0000|        18852
DP 8X2800         |MP-20-8            |          2,8000|        21334
DP 8X2800         |W03310-8           |          1,0000|       334815
DRJG.4X500        |100-4-4            |          1,0000|        11040
DRJG.4X500        |100R1AT-4          |          0,5000|        11089
DRJG.4X500        |103-4-4            |          1,0000|        11239
DUMAS 8X570       |100R2AT-8          |          0,5700|        11108
DUMAS 8X570       |ORS-8-8            |          1,0000|        22124
DUMAS 8X570       |ORS90-8-8          |          1,0000|        22146
DURAO 4X500       |0516CT 1/4         |          1,0000|        10563
DURAO 4X500       |100R2AT-4          |          0,5000|        11105
DURAO 4X500       |101-2-4            |          1,0000|        11149
DURAO 4X500       |101-4-4            |          1,0000|        11155
EASY 3/8X15MTS    |100R2AT-6          |         15,0000|        11107
EASY 3/8X15MTS    |101-8-6            |          2,0000|        11163
EASY 3/8X15MTS    |CRISTAL-16         |         15,0000|        15998
EMPILTEC 2100     |100R2AT-4          |          2,1000|        11105
EMPILTEC 2100     |HG311-14-4 DKO     |          1,0000|       331916
EMPILTEC 2100     |HG325-14-4 DKO     |          1,0000|       334306
EMPILTEC 2400     |100R1AT-6          |          2,4000|        11092
EMPILTEC 2400     |HG311-20-6 DKO     |          1,0000|       335687
EMPILTEC 2400     |HG325-20-6 DKO     |          1,0000|       335705
EMPILTEC 2900     |100R1AT-4          |          2,9000|        11089
EMPILTEC 2900     |HG311-16-4 DKO     |          1,0000|       335688
EMPILTEC 2900     |HG325-16-4 DKO     |          1,0000|       337315
EMPILTEC 3900     |100R2AT-4          |          3,9000|        11105
EMPILTEC 3900     |HG325-14-4 DKO     |          2,0000|       334306
EMPILTEC 4800     |100R7-6            |          4,8000|        11137
EMPILTEC 4800     |HG311-18-6-DKO     |          2,0000|       332605
EMPILTEC 4850     |100R7-6            |          4,8500|        11137
EMPILTEC 4850     |HG311-18-6-DKO     |          1,0000|       332605
EMPILTEC 4850     |HG325-18-6 DKO     |          1,0000|       335776
EMPILTEC 8300     |100R7-4            |          8,3000|        11135
EMPILTEC 8300     |113-4-4            |          1,0000|        11477
EMPILTEC 8300     |HG207-14-4T1       |          1,0000|        18700
EMPILTEC 8X200    |100-10-8           |          1,0000|        11023
EMPILTEC 8X200    |100-8-8            |          1,0000|        11054
EMPILTEC 8X200    |100R2AT-8          |          0,2000|        11108
EMPILTEC 9150     |100-6-4            |          1,0000|        11046
EMPILTEC 9150     |100R7-4 A          |          9,1500|       334835
EMPILTEC 9150     |HG207-14-4T1       |          1,0000|        18700
EMPILTEC.8300     |100R7-4 A          |          8,3000|       334835
EMPILTEC.8300     |113-4-4            |          1,0000|        11477
EMPILTEC.8300     |HG207-14-4T1       |          1,0000|        18700
ENGEPRESS-2000    |EQUATOR-4          |          2,0000|       339854
ENGEPRESS-2000    |HE213-4-4          |          2,0000|        18538
ES 6X10550        |100-6-6            |          2,0000|        11048
ES 6X10550        |100R7-6            |         10,5500|        11137
ESCAVATER 5400    |100-10-8           |          1,0000|        11023
ESCAVATER 5400    |100R2AT-8          |          5,4000|        11108
ESCAVATER 5400    |103-12-8           |          1,0000|        11229
ESCAVATER 600     |100-16-12          |          1,0000|        11032
ESCAVATER 600     |100R12-12          |          0,6000|        11068
ESCAVATER 600     |ORS-12-12 MF       |          1,0000|        22112
ESCAVATER 6500    |100-12-12          |          1,0000|        11026
ESCAVATER 6500    |100R2AT-12         |          6,5000|        11100
ESCAVATER 6500    |112-16-12          |          1,0000|        11433
ESCAVATER 850     |100-16-16          |          1,0000|        11033
ESCAVATER 850     |100R12-16          |          0,8500|        11069
ESCAVATER 850     |103-20-16          |          1,0000|        11234
EURO 16X1500      |100R12-16          |          1,5000|        11069
EURO 16X1500      |HG560-16-16        |          1,0000|        18841
EURO 16X1500      |HG569-16-16        |          1,0000|        18865
EURO 20X1570      |100R12-20          |          1,5700|        11070
EURO 20X1570      |HG560-20-20        |          2,0000|        18843
EURO 24X1200      |100R12-24          |          1,2000|        11071
EURO 24X1200      |HG560-24-24        |          2,0000|        18844
EURO 24X600       |100R12-24          |          0,6000|        11071
EURO 24X600       |HG569-24-24        |          2,0000|       339060
EURO 4X13100      |100-4-4            |          4,0000|        11040
EURO 4X13100      |100R7-4 D          |         13,1000|       334833
EURO.20X1500      |100R12-20          |          1,5000|        11070
EURO.20X1500      |HG560-20-20        |          2,0000|        18843
EUROBIKE 10000    |100R1AT-8          |         10,0000|        11093
EUROBIKE 10000    |101-8-8            |          2,0000|        11164
EUROBIKE 10000    |CRISTAL-16         |         10,0000|        15998
EUROFARMA 1100    |EQUATOR-8          |          1,1000|       336618
EUROFARMA 1100    |HG311-22-8 DKO     |          1,0000|       335701
EUROFARMA 1100    |HG560-8-8          |          1,0000|        18852
EUROFARMA 1930    |100R2AT-10         |          1,9300|        11099
EUROFARMA 1930    |W03310-10          |          2,0000|       335786
EUROFARMA 250     |100R2AT-6          |          0,2500|        11107
EUROFARMA 250     |HG325-20-6 DKO     |          2,0000|       335705
EUROFARMA 2630    |100R2AT-10         |          2,6300|        11099
EUROFARMA 2630    |W03310-10          |          2,0000|       335786
EUROFARMA 560     |100R2AT-6          |          0,5600|        11107
EUROFARMA 560     |HG311-20-6 DKO     |          1,0000|       335687
EUROFARMA 560     |HG325-20-6 DKO     |          1,0000|       335705
EUROFARMA 7000    |100R7-4 A          |          7,0000|       334835
EUROFARMA 7000    |HG311-16-4 DKO     |          2,0000|       335688
EUROFARMA 8370    |100R7-8            |          8,3700|        11138
EUROFARMA 8370    |HG311-22-8 DKO     |          2,0000|       335701
EUROFARMA.1200    |EQUATOR-8          |          1,2000|       336618
EUROFARMA.1200    |HG560-8-8          |          2,0000|        18852
EUROFARMA.7000    |100R7-4            |          7,0000|        11135
EUROFARMA.7000    |HG311-16-4 DKO     |          2,0000|       335688
FACTORY 3000      |101-16-16          |          1,0000|        11146
FACTORY 3000      |EQUATOR-16         |          3,0000|       337873
FACTORY 3000      |HG560-16-16        |          1,0000|        18841
FBM 10X3300       |100R2AT-10         |          3,3000|        11099
FBM 10X3300       |ORS-10-10          |          1,0000|        22108
FBM 10X3300       |ORS-12-10 MF       |          1,0000|       337738
FBM 6X4520        |6M3K               |          4,5200|       332553
FBM 6X4520        |ORS-6-6 MF         |          1,0000|       334258
FBM 6X4520        |ORS-8-6            |          1,0000|        22123
FBM 6X4870        |6M3K               |          4,8700|       332553
FBM 6X4870        |ORS-6-6 MF         |          1,0000|       334258
FBM 6X4870        |ORS-8-6            |          1,0000|        22123
FBM 6X5000        |6M3K               |          5,0000|       332553
FBM 6X5000        |ORS-6-6 MF         |          1,0000|       334258
FBM 6X5000        |ORS-8-6            |          1,0000|        22123
FBM 8X1120        |100R2AT-8          |          1,1200|        11108
FBM 8X1120        |101-8-8            |          1,0000|        11164
FBM 8X1120        |HE213-8-8          |          1,0000|        18544
FC 6X2000         |100R2AT-6          |          2,0000|        11107
FC 6X2000         |HG311-20-6 DKO     |          2,0000|       335687
FC 6X2450         |100R2AT-6          |          2,4500|        11107
FC 6X2450         |112-8-6            |          1,0000|        11450
FC 6X2450         |HG311-20-6 DKO     |          1,0000|       335687
FC 6X420          |100R2AT-6          |          0,4200|        11107
FC 6X420          |HG325-20-6 DKO     |          2,0000|       335705
FC 6X500          |HG311-20-6 DKO     |          2,0000|       335687
FC 6X500          |TBT-6              |          0,5000|        25760
FERTRON 6X1200    |100-4-6            |          1,0000|        11042
FERTRON 6X1200    |100R2AT-6          |          1,2000|        11107
FERTRON 6X1200    |112-6-6            |          1,0000|        11446
FOOD 6X1200       |100-6-6            |          2,0000|        11048
FOOD 6X1200       |TBT-6              |          1,2000|        25760
FRAGA 12X12000    |100R1AT-12         |         12,0000|        11083
FRAGA 12X12000    |101-12-12          |          2,0000|        11140
FRAGA 12X2200     |100-12-12          |          2,0000|        11026
FRAGA 12X2200     |100R2AT-12         |          2,2000|        11100
FRAGA 4X1650      |100R2AT-4          |          1,6500|        11105
FRAGA 4X1650      |103-6-4            |          1,0000|        11244
FRAGA 4X1650      |112-6-4            |          1,0000|        11445
FRAGA 4X1650      |MP-16              |          1,6500|        21332
FRAGA 4X750       |100-6-4            |          2,0000|        11046
FRAGA 4X750       |100R2AT-4          |          0,7500|        11105
FRAGA 4X750       |MP-16              |          0,7500|        21332
FRAGA 6X320       |100R2AT-6          |          0,3200|        11107
FRAGA 6X320       |ORS-6-6            |          1,0000|        22120
FRAGA 6X320       |ORS-6-6 MF         |          1,0000|       334258
FRAGA 6X3600      |100R1AT-6          |          3,6000|        11092
FRAGA 6X3600      |101-8-6            |          2,0000|        11163
FRAGA 6X420       |100-6-6            |          2,0000|        11048
FRAGA 6X420       |100R1AT-6          |          0,4200|        11092
FRAGA 6X420       |MP-20-6            |          0,4200|        21333
FRAGA 6X600       |100R1AT-6          |          0,6000|        11092
FRAGA 6X600       |HG311-18-6-DKO     |          2,0000|       332605
FRAGA 8X440       |100R2AT-8          |          0,4400|        11108
FRAGA 8X440       |103-10-8           |          1,0000|        11225
FRAGA 8X440       |112-10-8           |          1,0000|        11426
FRAGA 8X700       |100-10-8           |          1,0000|        11023
FRAGA 8X700       |100R2AT-8          |          0,7000|        11108
FRAGA 8X700       |112-10-8           |          1,0000|        11426
FRAGA.6X530       |100-6-6            |          1,0000|        11048
FRAGA.6X530       |100R2AT-6          |          0,5300|        11107
FRAGA.6X530       |112-6-6            |          1,0000|        11446
FRAGA.6X530       |MP-20-6            |          0,5300|        21333
FRAN 1/4X5000     |0518CT 1/4X1/4     |          1,0000|        10578
FRAN 1/4X5000     |100R6-4            |          5,0000|        11129
FRAN 1/4X5000     |AD767E1/4          |          1,0000|        13710
FRANCA 10X800     |100-10-10          |          1,0000|        11020
FRANCA 10X800     |113-10-10          |          1,0000|        11464
FRANCA 10X800     |EQUATOR-10         |          0,8000|       339374
FRIGBM 6X1950     |100-6-6            |          2,0000|        11048
FRIGBM 6X1950     |100R2AT-6          |          1,9500|        11107
GEOAGRI 6X1100    |100-8-6            |          1,0000|        11053
GEOAGRI 6X1100    |100R2AT-6          |          1,1000|        11107
GEOAGRI 6X1100    |HG325-18-6 DKO     |          1,0000|       335776
GEOAGRI 6X1800    |100-8-6            |          1,0000|        11053
GEOAGRI 6X1800    |100R2AT-6          |          1,8000|        11107
GEOAGRI 6X1800    |HG325-18-6 DKO     |          1,0000|       335776
GEOAGRI 8X1500    |100-8-8            |          1,0000|        11054
GEOAGRI 8X1500    |100R2AT-8          |          1,5000|        11108
GEOAGRI 8X1500    |HG311-22-8 DKO     |          1,0000|       335701
GEOAGRI 8X310     |100R2AT-8          |          0,3100|        11108
GEOAGRI 8X310     |112-8-8            |          1,0000|        11451
GEOAGRI 8X310     |HG207-22-8         |          1,0000|        18714
GEOAGRI 8X4000    |100-8-8            |          1,0000|        11054
GEOAGRI 8X4000    |100R2AT-8          |          4,0000|        11108
GEOAGRI 8X4000    |112-8-8            |          1,0000|        11451
GLOBAL 10X1100    |100-10-10          |          1,0000|        11020
GLOBAL 10X1100    |100R2AT-10         |          1,1000|        11099
GLOBAL 10X1100    |113-10-10          |          1,0000|        11464
GLOBAL 16X2500    |100-16-16          |          2,0000|        11033
GLOBAL 16X2500    |100R2AT-16         |          2,5000|        11101
GLOBAL 4X500      |100R2AT-4          |          0,5000|        11105
GLOBAL 4X500      |HG560-4-4          |          2,0000|        18846
GLOBAL 6X2400     |100-6-6            |          2,0000|        11048
GLOBAL 6X2400     |100R1AT-6          |          2,4000|        11092
GLOBAL 6X380      |100-6-6            |          1,0000|        11048
GLOBAL 6X380      |100R1AT-6          |          0,3800|        11092
GLOBAL 6X380      |112-6-6            |          1,0000|        11446
GLOBAL 6X4050     |100-8-6            |          1,0000|        11053
GLOBAL 6X4050     |100R1AT-6          |          4,0500|        11092
GLOBAL 6X4050     |117-8-6            |          1,0000|        11551
GLOBAL 6X900      |100-6-6            |          1,0000|        11048
GLOBAL 6X900      |100R2AT-6          |          0,9000|        11107
GLOBAL 6X900      |117-6-6            |          1,0000|        11547
GLOBAL.6X900      |100R2AT-6          |          0,9000|        11107
GLOBAL.6X900      |112-6-6            |          2,0000|        11446
GNATUS 4X2450     |100-4-4            |          1,0000|        11040
GNATUS 4X2450     |100R2AT-4          |          2,4500|        11105
GNATUS 4X2450     |112-4-4            |          1,0000|        11440
GNATUS 4X900      |100-4-4            |          1,0000|        11040
GNATUS 4X900      |100R2AT-4          |          0,9000|        11105
GNATUS 4X900      |112-4-4            |          1,0000|        11440
GNATUS 6X1650     |112-6-6            |          1,0000|        11446
GNATUS 6X1650     |HG311-20-6 DKO     |          1,0000|       335687
GNATUS 6X1650     |TBT-6              |          1,6500|        25760
GRUPI 20X1870     |100-20-20          |          1,0000|        11036
GRUPI 20X1870     |100R12-20          |          1,8700|        11070
GRUPI 20X1870     |112-20-20          |          1,0000|        11437
GRUPI 6X25000     |100R2AT-6          |         25,0000|        11107
GRUPI 6X25000     |CRISTAL-16         |         25,0000|        15998
GRUPI 6X25000     |KARCHER-6          |          2,0000|        20098
GRUPI 8X300       |100-10-8           |          1,0000|        11023
GRUPI 8X300       |100R1AT-8          |          0,3000|        11093
GRUPI 8X300       |202702-M18-10      |          1,0000|       335674
GRUPI 8X300       |2071-10            |          1,0000|        12172
GRUPI 8X300       |HG311-18-8         |          1,0000|        18757
HEMAR 12X1040     |100R12-12          |          1,0400|        11068
HEMAR 12X1040     |HG560-12-12        |          2,0000|        18839
HEMAR 16X1100     |100R12-16          |          1,1000|        11069
HEMAR 16X1100     |105-16-16          |          1,0000|        11296
HEMAR 16X1100     |108-16-16          |          1,0000|        11353
HEMAR 16X550      |100R12-16          |          0,5500|        11069
HEMAR 16X550      |107-16-16          |          1,0000|        11334
HEMAR 16X550      |HG560-16-16        |          1,0000|        18841
HEMAR 8X1300      |100R2AT-8          |          1,3000|        11108
HEMAR 8X1300      |HG560-8-8          |          1,0000|        18852
HEMAR 8X1300      |HG569-8-8          |          1,0000|        18871
HEV 6X2000        |100-6-6            |          2,0000|        11048
HEV 6X2000        |100R1AT-6          |          2,0000|        11092
HEV 6X350         |100-6-6            |          1,0000|        11048
HEV 6X350         |100R1AT-6          |          0,3500|        11092
HEV 6X350         |112-6-6            |          1,0000|        11446
HIDRODEX 1050     |100-6-4            |          2,0000|        11046
HIDRODEX 1050     |100R2AT-4          |          1,0500|        11105
HIDRODEX 1300     |100R2AT-6          |          1,3000|        11107
HIDRODEX 1300     |HG311-20-6 DKO     |          1,0000|       335687
HIDRODEX 1300     |HG325-20-6 DKO     |          1,0000|       335705
HIDRODEX 1400     |100-10-8           |          1,0000|        11023
HIDRODEX 1400     |100R2AT-8          |          1,4000|        11108
HIDRODEX 1400     |112-10-8           |          1,0000|        11426
HIDRODEX 2000     |100-12-12          |          2,0000|        11026
HIDRODEX 2000     |100R2AT-12         |          2,0000|        11100
HIDRODEX 2400     |100R2AT-6          |          2,4000|        11107
HIDRODEX 2400     |HG311-20-6 DKO     |          1,0000|       335687
HIDRODEX 2400     |HG325-20-6 DKO     |          1,0000|       335705
HIDRODEX 2400     |MP-20-6            |          2,4000|        21333
HIDRODEX 2500     |100-12-12          |          2,0000|        11026
HIDRODEX 2500     |100R12-12          |          2,5000|        11068
HIDRODEX 2600     |100R2AT-8          |          2,6000|        11108
HIDRODEX 2600     |HG311-20-8 DKO     |          2,0000|       335702
HIDRODEX 2600     |MP-20-8            |          2,6000|        21334
HIDRODEX 3000     |100-6-6            |          1,0000|        11048
HIDRODEX 3000     |100R1AT-6          |          3,0000|        11092
HIDRODEX 3000     |101-6-6            |          1,0000|        11159
HIDRODEX 4000     |100-32-32          |          2,0000|        11039
HIDRODEX 4000     |100R2AT-32         |          4,0000|        11104
HIDRODEX 4500     |100-6-6            |          1,0000|        11048
HIDRODEX 4500     |100R1AT-6          |          4,5000|        11092
HIDRODEX 4500     |101-6-6            |          1,0000|        11159
HIDRODEX 4X800    |100-4-4            |          2,0000|        11040
HIDRODEX 4X800    |100R2AT-4          |          0,8000|        11105
HIDRODEX 520      |100-12-12          |          2,0000|        11026
HIDRODEX 520      |100R12-12          |          0,5200|        11068
HIDRODEX 550      |100-12-12          |          1,0000|        11026
HIDRODEX 550      |100R2AT-12         |          0,5500|        11100
HIDRODEX 550      |112-12-12          |          1,0000|        11428
